"STUID","State","District","Gender","Age","Category","Same.language","Siblings","Handicap","Father.edu","Mother.edu","Father.occupation","Mother.occupation","Below.poverty","Use.calculator","Use.computer","Use.Internet","Use.dictionary","Read.other.books","X..Books","Distance","Computer.use","Library.use","Like.school","Subjects","Give.Lang.HW","Give.Math.HW","Give.Scie.HW","Give.SoSc.HW","Correct.Lang.HW","Correct.Math.HW","Correct.Scie.HW","Correct.SocS.HW","Help.in.Study","Private.tuition","English.is.difficult","Read.English","Dictionary.to.learn","Answer.English.WB","Answer.English.aloud","Maths.is.difficult","Solve.Maths","Solve.Maths.in.groups","Draw.geometry","Explain.answers","SocSci.is.difficult","Historical.excursions","Participate.in.SocSci","Small.groups.in.SocSci","Express.SocSci.views","Science.is.difficult","Observe.experiments","Conduct.experiments","Solve.science.problems","Express.science.views","Watch.TV","Read.magazine","Read.a.book","Play.games","Help.in.household","Maths..","Reading..","Science..","Social.."
26011002026,"Maharashtra",1,"Boy","13 years",2,2,"2 siblings","No","Secondary","Illiterate","Farmer","Farmer","Yes","","","","","Yes","1-10 books","3-5 km","Daily","Once in a week","Yes","Mathematics","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Neither","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Never","Once a week","Every day","Never",NA,17.24,NA,NA
26011002027,"Maharashtra",1,"Girl","14 years",2,2,"2 siblings","No","Sr secondary","Illiterate","Labourer","Labourer","Yes","","","","","Yes","1-10 books","More than 5 km","Daily","Once or twice in a month","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",18.64,NA,NA,NA
26011002028,"Maharashtra",1,"Girl","14 years",2,2,"3 siblings","No","Secondary","Illiterate","Business","Labourer","Yes","","","","","Yes","1-10 books","3-5 km","Daily","Once in a week","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a month","Every day","Every day",22.81,NA,NA,NA
26011002029,"Maharashtra",1,"Girl","14 years",2,2,"2 siblings","No","Secondary","Illiterate","Labourer","Labourer","Yes","","","","","No","","1-3 km","Daily","Once in a week","Yes","Language","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Neither","Agree","Disagree","Agree","Agree","Neither","Disagree","Agree","Agree","Agree","Neither","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Once a week","Every day","Every day",NA,NA,38.18,NA
26011002030,"Maharashtra",1,"Girl","14 years",3,2,"2 siblings","No","Illiterate","Primary","Labourer","Labourer","Yes","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Daily","Once in a week","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",NA,NA,38.18,NA
26011002031,"Maharashtra",1,"Girl","13 years",2,2,"2 siblings","No","Illiterate","","Farmer","Farmer","Yes","","","","","","11-125 books","3-5 km","Daily","Once or twice in a month","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a month","Every day","Every day",NA,NA,NA,34.69
26011002032,"Maharashtra",1,"Girl","14 years",3,2,"Single child","No","Primary","Primary","Farmer","Farmer","Yes","","","","","Yes","1-10 books","More than 5 km","Daily","Once or twice in a month","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",NA,NA,NA,22.45
26011002033,"Maharashtra",1,"Girl","14 years",2,2,"4+ siblings","No","Illiterate","Illiterate","Labourer","Labourer","Yes","","","","","Yes","1-10 books","3-5 km","Daily","Once or twice in a month","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Once a week","Every day","Every day",NA,23.33,NA,NA
26011002034,"Maharashtra",1,"Boy","13 years",1,2,"1 sibling","No","Secondary","Primary","Business","Labourer","No","","","","","No","No books","3-5 km","Daily","Once or twice in a month","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Never","Every day","Every day",NA,17.24,NA,NA
26011002035,"Maharashtra",1,"Boy","15 years",1,2,"1 sibling","No","Sr secondary","Secondary","Clerk","Labourer","Yes","","","","","No","No books","More than 5 km","Daily","Once or twice in a month","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Once a week","Every day","Every day",25.42,NA,NA,NA
26011002036,"Maharashtra",1,"Boy","14 years",1,2,"2 siblings","No","Sr secondary","Illiterate","Labourer","Labourer","No","","","","","No","No books","3-5 km","Daily","Once or twice in a month","Yes","Mathematics","Never","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",31.58,NA,NA,NA
26011002037,"Maharashtra",1,"Boy","13 years",2,2,"2 siblings","No","Illiterate","Illiterate","Labourer","Labourer","Yes","","","","","Yes","1-10 books","Up to 1 km","Daily","Once or twice in a month","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Once a month","Every day","Once a week","Every day","Once a week",NA,NA,25.45,NA
26011002038,"Maharashtra",1,"Boy","14 years",1,2,"4+ siblings","No","Secondary","Primary","Labourer","Labourer","Yes","","","","","","No books","3-5 km","Daily","Once or twice in a month","Yes","Science","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Once a week","Every day","Every day",NA,NA,27.27,NA
26011002039,"Maharashtra",1,"Boy","14 years",2,2,"2 siblings","No","Illiterate","Primary","Labourer","Labourer","Yes","","","","","No","","Up to 1 km","Daily","Once or twice in a month","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a month","Once a week","Every day","Once a week",NA,NA,NA,18.37
26011002040,"Maharashtra",1,"Boy","14 years",3,2,"2 siblings","No","","Illiterate","","Labourer","Yes","","","","","","No books","More than 5 km","Daily","Once in a week","Yes","Language","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Once a week","Every day","Every day",NA,NA,NA,46.94
26011004001,"Maharashtra",1,"Girl","14 years",2,1,"3 siblings","No","Primary","Illiterate","","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once in a week","Yes","Language","Everyday","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Never","1-2 times a week","1-2 times a week","No","No","Disagree","No","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","","Neither","Disagree","Every day","Once a week","Once a week","Every day","Every day",NA,76.67,NA,NA
26011004002,"Maharashtra",1,"Girl","14 years",2,2,"4+ siblings","No","Sr secondary","Primary","Farmer","Unemployed","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once in a week","Yes","Language","Everyday","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Never","1-2 times a week","1-2 times a week","No","No","Disagree","No","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","","Disagree","Disagree","","Neither","Disagree","Every day","Once a week","Never","Once a week","Never",NA,34.48,NA,NA
26011004003,"Maharashtra",1,"Girl","13 years",NA,1,"2 siblings","No","Secondary","Secondary","Farmer","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once in a week","Yes","Science","Everyday","Everyday","Everyday","Everyday","","","","","No","No","Agree","Neither","Agree","Agree","Agree","Agree","Agree","Neither","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","","Neither","Agree","","Every day","Never","Once a week","Once a week","Every day",13.56,NA,NA,NA
26011004004,"Maharashtra",1,"Girl","14 years",3,1,"1 sibling","No","","Secondary","","Unemployed","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Never use","Yes","Language","Everyday","1-2 times a week","Everyday","1-2 times a week","Everyday","1-2 times a week","Everyday","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","","Disagree","","Agree","Disagree","Disagree","Every day","Every day","Once a week","Every day","Every day",15.79,NA,NA,NA
26011004005,"Maharashtra",1,"Boy","13 years",1,1,"3 siblings","No","Illiterate","Illiterate","","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Never use","Yes","","3-4 times a week","Never","Never","Never","1-2 times a week","Never","Never","Never","Yes","No","Disagree","No","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","","Disagree","Agree","Agree","","","Every day","Once a week","Never","Every day","Never",NA,NA,14.55,NA
26011004006,"Maharashtra",1,"Boy","14 years",3,1,"1 sibling","No","Illiterate","Illiterate","Unemployed","","No","","","","","Yes","","Up to 1 km","Never use","Never use","","Mathematics","3-4 times a week","1-2 times a week","Never","Never","","","","","","","Agree","No","Neither","Neither","Neither","Agree","Agree","Disagree","Disagree","Neither","Disagree","Agree","Agree","Disagree","","Disagree","","","","","Every day","Once a week","Never","Once a week","Every day",NA,NA,10.91,NA
26011004007,"Maharashtra",1,"Boy","16+ years",4,1,"1 sibling","No","Illiterate","Illiterate","Skilled Worker","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once in a week","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","Yes","Agree","No","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Every day","Once a week","Every day","Every day","Never",NA,NA,NA,36.73
26011004008,"Maharashtra",1,"Boy","16+ years",4,1,"3 siblings","No","","Secondary","Farmer","Farmer","No","","","","","Yes","1-10 books","More than 5 km","Never use","Never use","Yes","Mathematics","3-4 times a week","Never","Never","Never","1-2 times a week","Never","Never","Never","Yes","No","Disagree","No","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","","Disagree","Agree","Agree","","","Every day","Once a week","Once a week","Every day","Never",NA,NA,NA,22.45
26011004009,"Maharashtra",1,"Boy","16+ years",4,1,"2 siblings","No","","Primary","Farmer","Farmer","Yes","","","","","Yes","","Up to 1 km","Never use","Never use","Yes","Mathematics","3-4 times a week","Never","Never","Never","1-2 times a week","Never","Never","Never","Yes","No","Disagree","No","Agree","Disagree","Agree","Disagree","Disagree","Agree","Neither","Agree","Disagree","Agree","Agree","Disagree","","Disagree","Agree","Agree","","","Every day","Once a week","Never","Once a week","Never",NA,16.67,NA,NA
26011004010,"Maharashtra",1,"Boy","13 years",1,1,"3 siblings","No","Secondary","Secondary","","Farmer","Yes","","","","","Yes","","Up to 1 km","Never use","Never use","Yes","Language","1-2 times a week","Never","Never","Never","1-2 times a week","Never","Never","Never","No","No","Disagree","yes","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","","Neither","Disagree","Disagree","","","Every day","Once a week","Never","Every day","Every day",NA,27.59,NA,NA
26011004011,"Maharashtra",1,"Girl","16+ years",2,1,"2 siblings","No","Secondary","Secondary","Skilled Worker","Unemployed","Yes","","","","","Yes","1-10 books","","Never use","Once in a week","Yes","Language","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","","Disagree","Disagree","","","Neither","Disagree","Every day","Once a week","Once a week","Every day","Every day",15.25,NA,NA,NA
26011004012,"Maharashtra",1,"Girl","14 years",2,1,"3 siblings","No","Secondary","Illiterate","Farmer","Farmer","Yes","","","","","","No books","More than 5 km","Never use","Once in a week","Yes","Language","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","","Disagree","Disagree","","","Neither","Disagree","Every day","Once a month","Once a week","Every day","Every day",8.77,NA,NA,NA
26011004013,"Maharashtra",1,"Girl","13 years",1,1,"4+ siblings","Yes","Secondary","Illiterate","Unemployed","Farmer","Yes","","","","","Yes","11-125 books","3-5 km","Never use","Once in a week","Yes","Language","Everyday","Everyday","Never","Never","1-2 times a week","1-2 times a week","Never","Never","No","Yes","Disagree","No","Agree","Agree","Agree","Agree","Neither","Agree","Disagree","Agree","Disagree","Disagree","Agree","","Disagree","Disagree","","Neither","","Neither","Every day","Once a week","Once a week","Every day","Every day",NA,NA,9.09,NA
